label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,0.16080223298110452,-0.16368818589706946,-0.05361688152850534,0.2692300363368791,-0.4921857021196757,-0.06193754037812578,0.3170181992210804,-0.7832634885456013,-0.06743204587263127,0.3256040511442672,-1.0,-0.057640823980944195,0.18489318804444854,-0.720349128662454,-0.008736028546286816,0.21590550139469708,-0.9094416154740285,-0.06956133165287744,0.20158906053263798,-0.6596046843645883,-0.08658825460154408,0.16980858277376884,-0.5674863351934181,-0.08692618739370857,0.07435913926009964,-0.7244293321724294,-0.007477909542045925,0.09106847867352069,-0.8945750461356704,-0.0747741940414226,0.09957847607907631,-0.5969792678976352,-0.07596951534760074,0.07709063478871402,-0.5340090248553634,-0.058639036910804784,-0.038205483658664934,-0.6818885063182782,-0.019056365472266,-0.025312780789971668,-0.853285636598962,-0.09783689325114311,0.004808791648527543,-0.5622774750926012,-0.05816663526699708,-0.006904776562639708,-0.4910282794436456,-0.00997329299762596,-0.15651077280729142,-0.6144745443965132,-0.03374078777598602,-0.1315293516674069,-0.7478502389966976,-0.07912573433702802,-0.09445930386806738,-0.5534118409268469,-0.03935267653332045,-0.10035112946277412,-0.4847204449545386,0.004484271807714675
A,0.0,0.0,0.0,0.16107498793212627,-0.16913155024542467,-0.04940572652988057,0.2667214985596944,-0.49453288889864444,-0.05800515870806122,0.31864277599646884,-0.7845006999090091,-0.06474083759582105,0.3298453781196399,-1.0,-0.05686931678180538,0.1867136629727383,-0.7180243770127341,-0.009575629551349666,0.21930439244780747,-0.914177635043519,-0.07297695967935675,0.20485227207120496,-0.6629089173886025,-0.09127978431807218,0.17404078157397537,-0.5650133295360495,-0.0919064133888007,0.07569826276109631,-0.7225196945670497,-0.01148618576942652,0.09454554241242007,-0.9013630933156062,-0.08196074694981122,0.10117258968546795,-0.6004402168509757,-0.08414494217619013,0.07860377513709972,-0.5312913464168698,-0.06675897851058894,-0.0373341370589508,-0.6806310303630839,-0.025691729212019686,-0.023652663629208516,-0.8596741923101683,-0.10699254674244853,0.005994002677158877,-0.5650856353290532,-0.06717171639341998,-0.003957174311743844,-0.4873392003089966,-0.0180655964712188,-0.15659036868391837,-0.6128753376191731,-0.042483374881723504,-0.1341364686994309,-0.7498741565630695,-0.09009377102524238,-0.09466562167580111,-0.5518839255921743,-0.050183469174380095,-0.09588947100380915,-0.4780198689678846,-0.005620579337558776
A,0.0,0.0,0.0,0.16159474305001506,-0.17343134166726062,-0.049064386181763724,0.26677825576128517,-0.4987583720561287,-0.057136864678253955,0.3179978341292487,-0.7853671748722205,-0.06394110169165154,0.32806044204916207,-1.0,-0.05606217202726954,0.18289596692793536,-0.7191525973204822,-0.008846904564074401,0.2175875142839406,-0.9101869960384339,-0.07041630224162637,0.20135056526467537,-0.6603347212993386,-0.08671973912442793,0.16845967962586997,-0.568705420884788,-0.08641851179766885,0.0723210455039788,-0.7236118079042786,-0.010733450988893166,0.09281662064382923,-0.8916370258134086,-0.07895946101006904,0.09819690110339849,-0.5925763515424357,-0.07932329625674148,0.07445895766895286,-0.5310229485732154,-0.06152199995320688,-0.04161212519744602,-0.6802896104881486,-0.024910599011903817,-0.02568382425637288,-0.852458401256297,-0.10444149370965908,0.0034802002165870752,-0.5589800634126489,-0.06350745045202393,-0.007732204566722385,-0.48430470260663233,-0.014277757214736923,-0.16171044009482008,-0.6113847547530746,-0.04171364330189138,-0.13661043526644578,-0.7470951810525396,-0.08760904519507394,-0.09642778476486967,-0.5519745981528019,-0.046596914479485885,-0.09882219856574291,-0.4784074642068016,-0.0015893000901257802
A,0.0,0.0,0.0,0.16172739919371568,-0.17784829206188826,-0.045534920391477836,0.26710616199990966,-0.49884865252058347,-0.05310489869942388,0.31967523685639454,-0.7861292544036345,-0.05994336365242135,0.32978605716266457,-1.0,-0.05239702604182921,0.1857557970700516,-0.7155453574118512,-0.007057547817314151,0.22085912702619734,-0.9101735087750028,-0.06873441307582573,0.204443321788207,-0.6583837990871453,-0.08511199448095087,0.17166047925334346,-0.5619611903065189,-0.08459898616274421,0.07515960207572582,-0.7205126810475243,-0.010646657833502526,0.0955066196257314,-0.8929148201993309,-0.07958179408066657,0.10025877431137178,-0.5940224701284837,-0.08089918533691583,0.07715659856056213,-0.5276578758381125,-0.06372387011993536,-0.038345798812422276,-0.6776345059457247,-0.02599595317017187,-0.02338104724774575,-0.8524411166291304,-0.10580885171441656,0.005106344533980377,-0.5590784426340588,-0.06501100036168238,-0.005183322286027202,-0.47975429807813746,-0.01576006562360494,-0.1584156964550593,-0.6075958142540672,-0.04355086492693323,-0.13517744985152974,-0.7473521958019007,-0.08981543884355205,-0.0943739864980101,-0.5495623330804283,-0.04852993688868589,-0.09473582802709248,-0.4723229488655692,-0.0031568694854450853
A,0.0,0.0,0.0,0.16260530919604238,-0.16757074434359548,-0.04994139535932928,0.267430967445727,-0.49266764343423797,-0.059064600161237546,0.3195882512085214,-0.7839967405389834,-0.06636749424361554,0.33335022508021966,-1.0,-0.05895408267657189,0.1856654974439464,-0.7177310636363796,-0.01227153061422343,0.22018290531215903,-0.9119651073738197,-0.07408958979312023,0.2052342631455405,-0.6601224531653241,-0.08895816346416666,0.17296308839469607,-0.5673507639546367,-0.0875223765169087,0.07433503976898737,-0.7219901837720526,-0.014054124797481162,0.09482380569580474,-0.8967612429113507,-0.08383039909055924,0.100785946214278,-0.5939263739520771,-0.08384815042429189,0.07630888192973531,-0.5297133673623574,-0.06518475466441573,-0.039790402035575496,-0.6790655780997301,-0.027837523438646275,-0.02412547595727514,-0.8559901042054635,-0.10962867720311052,0.005482710281710955,-0.5588733223287756,-0.06836966815605704,-0.005993431787295431,-0.4824707512018293,-0.018104619167221933,-0.15971155911469892,-0.6096140992734426,-0.04404218352085462,-0.13627227576044476,-0.7511372160905796,-0.09268264942661732,-0.09437105149647493,-0.551426923395374,-0.05193367536947909,-0.09516256367980891,-0.4733999754285081,-0.0063614614439045005
A,0.0,0.0,0.0,0.1639072341843977,-0.16183011314167142,-0.054505534384584706,0.27050103924658325,-0.48964403266093776,-0.06400045400465643,0.3216187804600054,-0.7838365277290674,-0.07093940423662767,0.33437569006393913,-1.0,-0.06308157126654125,0.1871373819767694,-0.7157786372761403,-0.010837982446496393,0.21995419301830468,-0.906129533245554,-0.07278121747813482,0.20574749738335987,-0.6583942236148365,-0.08916221482554505,0.1754761589826818,-0.5675610901542066,-0.0889686596088126,0.0764569347961271,-0.7208331755390938,-0.01011429289792696,0.09592801216396916,-0.8923515805677263,-0.07918898427526302,0.10237113973544355,-0.5929986192775347,-0.07969336555810366,0.07956168510709609,-0.5292063873644594,-0.061249900306956526,-0.03701788828680096,-0.6792874615873936,-0.02233782509819703,-0.022070886112076173,-0.8543582037179434,-0.10467651016037893,0.007987773096091295,-0.5593532283969623,-0.0652687480742092,-0.0024061563353975565,-0.481927757131888,-0.01596417844679204,-0.15652328704519355,-0.6110517438870512,-0.03748133112657731,-0.13263140967061893,-0.74781663083594,-0.08789356629067142,-0.09071513081188201,-0.5501839652146486,-0.04970704586130278,-0.09030806741116276,-0.47308231517171945,-0.00559740170206342
A,0.0,0.0,0.0,0.16445840422669,-0.1654639432565797,-0.05193638219248706,0.27187480256234703,-0.4884048032309872,-0.061375174125481574,0.32408915275922745,-0.7824884060926197,-0.06820792718782591,0.3378530093136234,-1.0,-0.06022320312899221,0.19144485035630415,-0.7125497496835932,-0.012355697574489656,0.22363517739870975,-0.9093410505092256,-0.07533972634195005,0.2090208768617162,-0.6590393795903391,-0.09174838401641955,0.17856938265355837,-0.5606680433654594,-0.09095949683443577,0.0794481747689093,-0.7188791748796125,-0.012824791881580429,0.0973641394094489,-0.9004538464216423,-0.08327553997112074,0.1040587379204996,-0.5995871377209022,-0.0841911901850027,0.0824752911670055,-0.5280848211498069,-0.06573755619015768,-0.03511650272088657,-0.6778948481367135,-0.025664519339795484,-0.02248924235332604,-0.8569250030715082,-0.10852814964790966,0.007551673635812883,-0.5610522812142137,-0.06888477569698859,-0.001431866211549276,-0.48141668457996045,-0.01925778262432177,-0.15538746224163183,-0.6096462119876683,-0.041020480317550026,-0.13329166765673303,-0.7484588580915315,-0.09096838440692014,-0.09177528385432927,-0.5488539268058212,-0.05192537058227812,-0.09124912114341521,-0.4725501107124444,-0.007337927552538734
A,0.0,0.0,0.0,0.16443138535325383,-0.1573144139181896,-0.05598637470889714,0.27404350014336515,-0.4860915522461557,-0.06627875357453147,0.32392233493162026,-0.7841502386012715,-0.07343588245162949,0.3386403309350743,-1.0,-0.06494062105280893,0.19072651062421583,-0.7185064829235226,-0.013419032957532688,0.2237923026251941,-0.907144668445242,-0.075922783690242,0.2088910717472265,-0.6545007917772291,-0.09230985718805211,0.1770701719590239,-0.569619584143388,-0.0924974254752701,0.07730467576727072,-0.7223282651856132,-0.012014471319576808,0.09589813540560006,-0.8922525532720869,-0.08166899827872133,0.10412943269562072,-0.5886693814892999,-0.08162663672371837,0.08114257164897944,-0.5339374007055739,-0.06339852463590705,-0.03714014374085322,-0.6801181321681437,-0.02356289604406614,-0.02217712864137878,-0.8502186572143253,-0.10514354377796638,0.008089957826513958,-0.5554110547533428,-0.06385007429651739,-0.003756038694049139,-0.48884320600995657,-0.014200124842640187,-0.1564670216819341,-0.6145235460496863,-0.03823488046993051,-0.13231362665277396,-0.7490087361600121,-0.08561765803071154,-0.09251436736364056,-0.5513653392174748,-0.04526392621308972,-0.09609352455319695,-0.48227087491798165,-0.0006949445631905436
A,0.0,0.0,0.0,0.16568347253557933,-0.16138408281501335,-0.052588293662538164,0.27562432396557385,-0.487005277568497,-0.061873267084542966,0.3283506246147331,-0.7845113786090016,-0.06881048913620211,0.3413924236883017,-1.0,-0.061064794987422566,0.19071883078605623,-0.714158013949086,-0.011015003361563346,0.2248217964483535,-0.9035469757503601,-0.07291553770914293,0.2091643822187646,-0.6515820797869699,-0.08954665958798463,0.17789303042314147,-0.5646621678627518,-0.08995263216464064,0.07837734753214089,-0.7196146583001936,-0.011378894699027363,0.09766067857933401,-0.8914719093676795,-0.08117134996675592,0.10418707039102597,-0.5897974024401208,-0.08216978439148581,0.08181486547434147,-0.5299506212178303,-0.06461284496213963,-0.03580815548362573,-0.6787905327580506,-0.024281596285593277,-0.021518179245330043,-0.8538360724862135,-0.10700315154000191,0.008761793852676695,-0.5573344577573907,-0.06703801894725493,-0.0009098714918440179,-0.4819387231965446,-0.01775859964594245,-0.15576257790953493,-0.6126978811264941,-0.03986055809886738,-0.13393240052659378,-0.7519203116141399,-0.08970718747591049,-0.0918968360619632,-0.5502796075617272,-0.05049475039015031,-0.09068742789658425,-0.4715706004708772,-0.006065278099923369
A,0.0,0.0,0.0,0.16097459299811911,-0.1554607306627803,-0.058255463815300654,0.27151261430312734,-0.4914681554592563,-0.06973602518837198,0.32517753866375043,-0.7878065115140739,-0.07747347474276993,0.34355975203007955,-1.0,-0.06947203122175628,0.19048441784236386,-0.7199511181240742,-0.017321003325232384,0.2256793132210694,-0.9030600378685261,-0.07949420719872113,0.21050554887800577,-0.6528749155477317,-0.09518033488391625,0.17593172091699774,-0.5762379605988933,-0.09562754489058398,0.07665473922355884,-0.7242937984298974,-0.015846053155756542,0.09672609010232316,-0.8878348557778252,-0.08440517801371271,0.10448989355604774,-0.5838210647638783,-0.08281728646940738,0.07976265641407837,-0.5383839936367312,-0.06418872519143125,-0.03798610504479979,-0.6823783822833976,-0.02754989413982957,-0.022511113789502744,-0.8465054913785891,-0.10905703355859156,0.007877512236133886,-0.5515891401293957,-0.06741570142058263,-0.005171077351090333,-0.4917967498823289,-0.018181216829596995,-0.1568835647869149,-0.6173904037159367,-0.04256994372109744,-0.13223400714540828,-0.7466968243735604,-0.09072506307201011,-0.09318591367494622,-0.5493955005232078,-0.050469810122492756,-0.09789847003635364,-0.48360658456782,-0.006214500595023703
